strain,protein,orf,pav,cnv,n_obs_strain,n_obs_other,frac_obs_strain,frac_obs_other,mean_strain,mean_other,delta,delta_frac_obs
CGD,TIF3,YPR163C,1,1.0,1464,4451,0.9993174061433447,0.9991021324354658,25.160850524902344,25.299373626708984,-0.13852310180664062,0.00021527370787899347
CGD,TIF34,YMR146C,1,1.0,1464,4455,0.9993174061433447,1.0,25.02303695678711,25.05669403076172,-0.033657073974609375,-0.0006825938566552558
CGD,TIF35,YDR429C,1,1.0,1464,4455,0.9993174061433447,1.0,24.430360794067383,24.431921005249023,-0.001560211181640625,-0.0006825938566552558
CGD,TIF4631,YGR162W,1,1.0,1464,4455,0.9993174061433447,1.0,24.20955467224121,24.112838745117188,0.09671592712402344,-0.0006825938566552558
CGD,TIF4632,YGL049C,0,0.0,1462,4434,0.9979522184300341,0.9952861952861953,22.194461822509766,22.03255844116211,0.16190338134765625,0.0026660231438387916
CGD,TIF5,YPR041W,1,1.0,1464,4455,0.9993174061433447,1.0,25.212261199951172,25.13673210144043,0.07552909851074219,-0.0006825938566552558
CGD,TIF6,YPR016C,1,1.0,1464,4454,0.9993174061433447,0.9997755331088665,25.577449798583984,25.71980857849121,-0.14235877990722656,-0.0004581269655217213
CGD,TIM12,YBR091C,1,1.0,1393,4121,0.9508532423208191,0.9250280583613917,21.71944236755371,21.5592041015625,0.16023826599121094,0.025825183959427456
CGD,TIM13,YGR181W,1,1.0,1451,4399,0.990443686006826,0.9874298540965207,22.842769622802734,22.893224716186523,-0.05045509338378906,0.0030138319103052424
CGD,TIM17,YJL143W,1,1.0,371,1200,0.25324232081911263,0.26936026936026936,21.07099151611328,20.94797134399414,0.12302017211914062,-0.016117948541156724
CGD,TIM18,YOR297C,1,1.0,976,2652,0.6662116040955631,0.5952861952861953,19.760854721069336,19.479534149169922,0.28132057189941406,0.07092540880936782
CGD,TIM21,YGR033C,1,1.0,1371,4229,0.9358361774744027,0.949270482603816,19.76279067993164,20.077592849731445,-0.3148021697998047,-0.013434305129413238
CGD,TIM22,YDL217C,1,1.0,1401,4348,0.9563139931740614,0.9759820426487094,23.448747634887695,23.560792922973633,-0.1120452880859375,-0.019668049474647953
CGD,TIM23,YNR017W,1,1.0,1451,4396,0.990443686006826,0.9867564534231201,22.920272827148438,22.795560836791992,0.12471199035644531,0.003687232583705846
CGD,TIM44,YIL022W,1,1.0,1462,4452,0.9979522184300341,0.9993265993265993,23.21832847595215,23.359704971313477,-0.14137649536132812,-0.0013743808965651638
CGD,TIM50,YPL063W,1,1.0,1464,4452,0.9993174061433447,0.9993265993265993,24.388181686401367,24.422388076782227,-0.034206390380859375,-9.193183254541104e-06
CGD,TIM54,YJL054W,1,1.0,1440,4378,0.9829351535836177,0.9827160493827161,21.01711654663086,21.00307273864746,0.014043807983398438,0.00021910420090165417
CGD,TIP20,YGL145W,1,1.0,1380,4254,0.9419795221843004,0.9548821548821549,19.884632110595703,19.848241806030273,0.03639030456542969,-0.012902632697854521
CGD,TIP41,YPR040W,1,1.0,1445,4395,0.9863481228668942,0.9865319865319865,22.05401039123535,22.006568908691406,0.04744148254394531,-0.00018386366509226537
CGD,TKL1,YPR074C,1,1.0,1465,4455,1.0,1.0,27.50828742980957,27.40264129638672,0.10564613342285156,0.0
CGD,TKL2,YBR117C,1,1.0,1459,4317,0.9959044368600682,0.969023569023569,22.28103256225586,23.950454711914062,-1.6694221496582031,0.026880867836499234
CGD,TLG1,YDR468C,1,1.0,618,2432,0.42184300341296926,0.5459034792368126,19.78257942199707,20.03435707092285,-0.25177764892578125,-0.12406047582384333
CGD,TLG2,YOL018C,1,1.0,1443,4379,0.9849829351535836,0.9829405162738496,20.70335578918457,20.419034957885742,0.2843208312988281,0.002042418879733998
CGD,TMA10,YLR327C,1,1.0,981,3025,0.6696245733788396,0.6790123456790124,22.68146324157715,22.046920776367188,0.6345424652099609,-0.009387772300172736
CGD,TMA108,YIL137C,1,1.0,1450,4413,0.9897610921501706,0.9905723905723905,21.979398727416992,21.754507064819336,0.22489166259765625,-0.0008112984222199415
CGD,TMA16,YOR252W,1,1.0,1422,4358,0.9706484641638226,0.9782267115600449,21.077590942382812,21.10178565979004,-0.024194717407226562,-0.007578247396222371
CGD,TMA17,YDL110C,1,1.0,1464,4454,0.9993174061433447,0.9997755331088665,25.077617645263672,25.076126098632812,0.001491546630859375,-0.0004581269655217213
CGD,TMA19,YKL056C,1,1.0,1465,4455,1.0,1.0,27.964885711669922,27.872987747192383,0.09189796447753906,0.0
CGD,TMA22,YJR014W,1,1.0,1447,4416,0.9877133105802047,0.9912457912457913,22.396909713745117,22.348247528076172,0.04866218566894531,-0.003532480665586535
CGD,TMA23,YMR269W,1,1.0,1426,4364,0.9733788395904437,0.9795735129068462,21.133991241455078,21.022985458374023,0.11100578308105469,-0.006194673316402555
CGD,TMA46,YOR091W,1,1.0,1448,4428,0.9883959044368601,0.9939393939393939,22.333885192871094,22.395978927612305,-0.06209373474121094,-0.005543489502533805
CGD,TMA64,YDR117C,1,1.0,1374,4313,0.9378839590443686,0.9681257014590348,21.003864288330078,20.911373138427734,0.09249114990234375,-0.03024174241466615
CGD,TMC1,YOR052C,1,1.0,415,1170,0.2832764505119454,0.26262626262626265,18.353952407836914,18.392499923706055,-0.038547515869140625,0.020650187885682736
CGD,TMN2,YDR107C,1,1.0,1372,4266,0.936518771331058,0.9575757575757575,19.792306900024414,20.079343795776367,-0.2870368957519531,-0.021056986244699538
CGD,TMN3,YER113C,1,1.0,424,1757,0.289419795221843,0.39438832772166105,15.834551811218262,15.970708847045898,-0.13615703582763672,-0.10496853249981802
CGD,TMT1,YER175C,1,1.0,1438,4286,0.9815699658703072,0.9620650953984288,20.867050170898438,20.693716049194336,0.17333412170410156,0.019504870471878433
CGD,TNA1,YGR260W,1,1.0,1144,3485,0.7808873720136519,0.7822671156004489,19.7379150390625,20.088956832885742,-0.3510417938232422,-0.0013797435867970442
CGD,TOA1,YOR194C,1,1.0,1411,4298,0.9631399317406143,0.9647586980920314,20.21611976623535,20.060657501220703,0.15546226501464844,-0.0016187663514171113
CGD,TOA2,YKL058W,1,1.0,1456,4419,0.9938566552901024,0.9919191919191919,22.26953125,22.135299682617188,0.1342315673828125,0.0019374633709104971
CGD,TOD6,YBL054W,1,1.0,841,2990,0.5740614334470989,0.6711560044893379,18.37373161315918,18.63231658935547,-0.25858497619628906,-0.09709457104223895
CGD,TOF1,YNL273W,1,1.0,1059,3664,0.7228668941979522,0.8224466891133558,19.829023361206055,20.044048309326172,-0.2150249481201172,-0.09957979491540359
CGD,TOF2,YKR010C,1,1.0,778,3370,0.5310580204778157,0.7564534231200898,16.956298828125,17.294281005859375,-0.337982177734375,-0.2253954026422741
CGD,TOH1,YJL171C,0,0.0,1464,4453,0.9993174061433447,0.9995510662177329,24.123825073242188,24.59818458557129,-0.47435951232910156,-0.0002336600743881867
CGD,TOM1,YDR457W,1,1.0,1426,4364,0.9733788395904437,0.9795735129068462,20.795406341552734,20.991008758544922,-0.1956024169921875,-0.006194673316402555
CGD,TOM20,YGR082W,1,1.0,1461,4448,0.9972696245733789,0.9984287317620651,23.610498428344727,23.61701202392578,-0.0065135955810546875,-0.0011591071886862814
CGD,TOM22,YNL131W,1,1.0,1259,3995,0.8593856655290102,0.8967452300785634,22.304615020751953,22.437768936157227,-0.13315391540527344,-0.03735956454955325
CGD,TOM40,YMR203W,1,1.0,1464,4455,0.9993174061433447,1.0,24.945735931396484,25.064708709716797,-0.1189727783203125,-0.0006825938566552558
CGD,TOM6,YOR045W,1,1.0,1413,2985,0.9645051194539249,0.67003367003367,21.845779418945312,21.79475975036621,0.05101966857910156,0.29447144942025494
CGD,TOM7,YNL070W,1,1.0,644,2560,0.4395904436860068,0.574635241301908,21.122894287109375,20.438709259033203,0.6841850280761719,-0.1350447976159012
CGD,TOM70,YNL121C,1,1.0,1463,4439,0.9986348122866894,0.9964085297418631,23.797513961791992,23.922138214111328,-0.12462425231933594,0.0022262825448262635
CGD,TOM71,YHR117W,1,1.0,1355,4159,0.9249146757679181,0.9335578002244669,19.731111526489258,19.799896240234375,-0.06878471374511719,-0.0086431244565488
CGD,TOP1,YOL006C,1,1.0,1408,4322,0.9610921501706484,0.9701459034792368,20.697471618652344,20.91533851623535,-0.2178668975830078,-0.009053753308588375
CGD,TOP2,YNL088W,1,1.0,1448,4386,0.9883959044368601,0.9845117845117846,24.416851043701172,24.191621780395508,0.22522926330566406,0.0038841199250755354
CGD,TOP3,YLR234W,1,1.0,605,1149,0.4129692832764505,0.2579124579124579,16.83942985534668,16.77063751220703,0.06879234313964844,0.15505682536399257
CGD,TOR1,YJR066W,1,1.0,1404,4318,0.9583617747440273,0.9692480359147025,20.121707916259766,20.369718551635742,-0.24801063537597656,-0.01088626117067526
CGD,TOR2,YKL203C,1,1.0,1385,4191,0.9453924914675768,0.9407407407407408,19.442672729492188,19.371477127075195,0.07119560241699219,0.00465175072683599
CGD,TOS1,YBR162C,1,1.0,1464,4452,0.9993174061433447,0.9993265993265993,24.359594345092773,23.97785758972168,0.38173675537109375,-9.193183254541104e-06
CGD,TPA1,YER049W,1,1.0,1459,4429,0.9959044368600682,0.9941638608305275,22.961713790893555,23.037109375,-0.07539558410644531,0.001740576029540697
CGD,TPC1,YGR096W,1,1.0,960,2857,0.6552901023890785,0.6413019079685747,16.001205444335938,15.96119499206543,0.04001045227050781,0.013988194420503808
CGD,TPD3,YAL016W,1,1.0,1462,4445,0.9979522184300341,0.9977553310886644,24.258466720581055,24.129350662231445,0.12911605834960938,0.00019688734136968922
CGD,TPI1,YDR050C,1,1.0,1465,4455,1.0,1.0,28.88789176940918,29.2697811126709,-0.38188934326171875,0.0
CGD,TPK1,YJL164C,1,1.0,1435,4205,0.9795221843003413,0.9438832772166106,21.811933517456055,21.32998275756836,0.4819507598876953,0.03563890708373074
CGD,TPK2,YPL203W,1,1.0,1447,4387,0.9877133105802047,0.9847362514029181,22.684354782104492,22.48114585876465,0.20320892333984375,0.002977059177286634
CGD,TPK3,YKL166C,1,1.0,1414,4343,0.9651877133105802,0.9748597081930416,20.411245346069336,20.45635986328125,-0.04511451721191406,-0.009671994882461399
CGD,TPM1,YNL079C,1,1.0,1464,4450,0.9993174061433447,0.9988776655443322,25.775136947631836,25.508480072021484,0.26665687561035156,0.00043974059901252804
CGD,TPM2,YIL138C,1,1.0,1458,4424,0.995221843003413,0.9930415263748598,23.8845157623291,23.801671981811523,0.08284378051757812,0.002180316628553225
CGD,TPO1,YLL028W,1,1.0,1233,3272,0.8416382252559726,0.7344556677890012,17.94321060180664,17.602293014526367,0.34091758728027344,0.10718255746697147
CGD,TPO2,YGR138C,1,1.0,1358,3777,0.926962457337884,0.8478114478114478,20.538917541503906,20.45570182800293,0.08321571350097656,0.07915100952643617
CGD,TPO4,YOR273C,1,1.0,1187,4151,0.8102389078498293,0.9317620650953984,19.775630950927734,20.398176193237305,-0.6225452423095703,-0.12152315724556906
CGD,TPO5,YKL174C,1,1.0,1033,3449,0.7051194539249147,0.7741863075196409,18.879817962646484,18.970266342163086,-0.09044837951660156,-0.0690668535947262
CGD,TPS1,YBR126C,1,1.0,1464,4455,0.9993174061433447,1.0,25.725419998168945,25.56047248840332,0.164947509765625,-0.0006825938566552558
CGD,TPS2,YDR074W,1,1.0,1464,4454,0.9993174061433447,0.9997755331088665,24.628530502319336,24.42668914794922,0.2018413543701172,-0.0004581269655217213
CGD,TPS3,YMR261C,1,1.0,1462,4453,0.9979522184300341,0.9995510662177329,23.705150604248047,23.511878967285156,0.19327163696289062,-0.0015988477876988094
CGD,TPT1,YOL102C,1,1.0,1441,4305,0.9836177474402731,0.9663299663299664,20.51476287841797,20.137269973754883,0.37749290466308594,0.01728778111030671
CGD,TRA1,YHR099W,1,1.0,1459,4414,0.9959044368600682,0.9907968574635241,21.622591018676758,21.593881607055664,0.02870941162109375,0.00510757939654416
CGD,TRE1,YPL176C,1,1.0,446,1423,0.3044368600682594,0.31941638608305273,17.735919952392578,17.62517547607422,0.11074447631835938,-0.014979526014793354
CGD,TRE2,YOR256C,1,1.0,825,1304,0.5631399317406144,0.2927048260381594,16.750585556030273,16.72379493713379,0.026790618896484375,0.270435105702455
CGD,TRF5,YNL299W,1,1.0,659,2206,0.4498293515358362,0.4951739618406285,18.16066551208496,18.137277603149414,0.023387908935546875,-0.04534461030479231
CGD,TRI1,YMR233W,1,1.0,1297,4141,0.8853242320819112,0.9295173961840628,19.617534637451172,19.878406524658203,-0.26087188720703125,-0.04419316410215157
CGD,TRL1,YJL087C,1,1.0,1433,4380,0.9781569965870307,0.9831649831649831,21.501319885253906,21.709543228149414,-0.2082233428955078,-0.005007986577952428
CGD,TRM1,YDR120C,1,1.0,1453,4423,0.9918088737201365,0.9928170594837261,22.38840103149414,22.425806045532227,-0.03740501403808594,-0.0010081857635896307
CGD,TRM10,YOL093W,1,1.0,1407,4320,0.9604095563139932,0.9696969696969697,20.90680503845215,20.947242736816406,-0.04043769836425781,-0.009287413382976561
CGD,TRM11,YOL124C,1,1.0,1243,3903,0.8484641638225257,0.8760942760942761,22.069915771484375,22.247026443481445,-0.1771106719970703,-0.027630112271750495
CGD,TRM112,YNR046W,1,1.0,1081,3257,0.7378839590443687,0.7310886644219977,21.25189208984375,21.005962371826172,0.24592971801757812,0.00679529462237094
CGD,TRM12,YML005W,1,1.0,1161,3390,0.7924914675767918,0.7609427609427609,19.167234420776367,19.1766414642334,-0.00940704345703125,0.031548706634030865
CGD,TRM13,YOL125W,1,1.0,1248,3922,0.851877133105802,0.8803591470258136,19.506980895996094,19.347797393798828,0.15918350219726562,-0.028482013920011595
CGD,TRM2,YKR056W,1,1.0,1449,4402,0.9890784982935154,0.9881032547699214,22.04880714416504,22.21905517578125,-0.17024803161621094,0.000975243523593905
CGD,TRM3,YDL112W,1,1.0,1436,4382,0.9802047781569966,0.9836139169472503,21.044919967651367,21.047060012817383,-0.002140045166015625,-0.0034091387902537296
CGD,TRM44,YPL030W,0,0.0,1454,4394,0.9924914675767919,0.986307519640853,21.72911262512207,21.290014266967773,0.4390983581542969,0.006183947935938905
CGD,TRM5,YHR070W,1,1.0,1424,4344,0.9720136518771331,0.9750841750841751,21.518030166625977,21.339454650878906,0.1785755157470703,-0.003070523207042042
CGD,TRM7,YBR061C,0,0.0,764,3679,0.5215017064846417,0.8258136924803592,18.07742691040039,18.755970001220703,-0.6785430908203125,-0.3043119859957175
CGD,TRM732,YMR259C,1,1.0,1406,4309,0.9597269624573379,0.9672278338945005,19.8338680267334,19.695064544677734,0.13880348205566406,-0.007500871437162604
CGD,TRM8,YDL201W,1,1.0,1460,4441,0.9965870307167235,0.9968574635241302,22.89902687072754,22.808712005615234,0.09031486511230469,-0.0002704328074066842
CGD,TRM82,YDR165W,1,1.0,1427,4371,0.974061433447099,0.9811447811447811,21.632553100585938,21.733848571777344,-0.10129547119140625,-0.007083347697682152
CGD,TRM9,YML014W,1,1.0,1405,4326,0.9590443686006825,0.971043771043771,20.0987606048584,20.111230850219727,-0.012470245361328125,-0.011999402443088503
CGD,TRP1,YDR007W,0,0.0,492,2301,0.33583617747440275,0.5164983164983165,19.354921340942383,19.828781127929688,-0.4738597869873047,-0.1806621390239137
CGD,TRP2,YER090W,1,1.0,1464,4454,0.9993174061433447,0.9997755331088665,24.31389808654785,24.336471557617188,-0.022573471069335938,-0.0004581269655217213
CGD,TRP3,YKL211C,1,1.0,1464,4449,0.9993174061433447,0.9986531986531987,23.448177337646484,23.43088150024414,0.01729583740234375,0.0006642074901460626
CGD,TRP4,YDR354W,1,1.0,1409,4363,0.9617747440273038,0.9793490460157127,21.337459564208984,21.69000816345215,-0.35254859924316406,-0.017574301988408925
CGD,TRP5,YGL026C,1,1.0,1465,4455,1.0,1.0,25.14447784423828,24.97480010986328,0.169677734375,0.0
CGD,TRR1,YDR353W,1,1.0,1465,4455,1.0,1.0,26.214191436767578,26.103471755981445,0.11071968078613281,0.0
CGD,TRR2,YHR106W,1,1.0,1426,3789,0.9733788395904437,0.8505050505050505,21.30941390991211,20.75105857849121,0.5583553314208984,0.12287378908539315
CGD,TRS120,YDR407C,1,1.0,1428,4358,0.9747440273037543,0.9782267115600449,21.28644371032715,21.1655330657959,0.12091064453125,-0.0034826842562906135
CGD,TRS130,YMR218C,1,1.0,1347,4129,0.9194539249146758,0.9268237934904602,19.095378875732422,19.08411407470703,0.011264801025390625,-0.007369868575784366
CGD,TRS20,YBR254C,1,1.0,858,2884,0.5856655290102389,0.6473625140291807,18.088539123535156,17.816333770751953,0.2722053527832031,-0.06169698501894172
CGD,TRS23,YDR246W,1,1.0,1408,4257,0.9610921501706484,0.9555555555555556,19.847301483154297,19.730281829833984,0.1170196533203125,0.005536594615092816
CGD,TRS31,YDR472W,1,1.0,1453,4414,0.9918088737201365,0.9907968574635241,21.78640365600586,21.724519729614258,0.06188392639160156,0.0010120162566124025
CGD,TRS33,YOR115C,1,1.0,1399,4305,0.9549488054607509,0.9663299663299664,20.409074783325195,20.318021774291992,0.09105300903320312,-0.011381160869215479
CGD,TRS65,YGR166W,1,1.0,736,2201,0.5023890784982935,0.4940516273849607,17.444446563720703,17.445844650268555,-0.0013980865478515625,0.008337451113332783
CGD,TRS85,YDR108W,1,1.0,1381,4195,0.9426621160409556,0.941638608305275,19.771318435668945,19.69889259338379,0.07242584228515625,0.0010235077356806066
CGD,TRX1,YLR043C,1,1.0,1464,4455,0.9993174061433447,1.0,26.248310089111328,26.206920623779297,0.04138946533203125,-0.0006825938566552558
CGD,TRX2,YGR209C,1,1.0,1465,4455,1.0,1.0,27.486278533935547,27.205181121826172,0.281097412109375,0.0
CGD,TRX3,YCR083W,1,1.0,1460,4432,0.9965870307167235,0.9948372615039281,23.102949142456055,22.75139617919922,0.35155296325683594,0.001749769212795349
CGD,TRZ1,YKR079C,1,1.0,1404,4311,0.9583617747440273,0.9676767676767677,20.14031982421875,20.366777420043945,-0.2264575958251953,-0.009314992932740407
CGD,TSA1,YML028W,1,1.0,1465,4455,1.0,1.0,28.98727035522461,29.10873031616211,-0.1214599609375,0.0
CGD,TSA2,YDR453C,1,1.0,1451,4353,0.990443686006826,0.9771043771043771,23.631515502929688,22.624156951904297,1.0073585510253906,0.013339308902448832
CGD,TSC10,YBR265W,1,1.0,1185,3997,0.8088737201365188,0.8971941638608305,20.731542587280273,21.224285125732422,-0.49274253845214844,-0.08832044372431169
CGD,TSC11,YER093C,1,1.0,1062,3398,0.7249146757679181,0.7627384960718294,17.284027099609375,17.360294342041016,-0.07626724243164062,-0.03782382030391129
CGD,TSC13,YDL015C,1,1.0,1313,3967,0.8962457337883959,0.8904601571268238,19.92146110534668,19.950544357299805,-0.029083251953125,0.005785576661572089
CGD,TSL1,YML100W,1,1.0,1465,4455,1.0,1.0,24.58884620666504,23.897306442260742,0.6915397644042969,0.0
CGD,TSR1,YDL060W,1,1.0,1455,4419,0.9931740614334471,0.9919191919191919,23.111331939697266,23.168989181518555,-0.05765724182128906,0.0012548695142552413
CGD,TSR2,YLR435W,1,1.0,1453,4396,0.9918088737201365,0.9867564534231201,22.333621978759766,22.403303146362305,-0.06968116760253906,0.005052420297016358
CGD,TSR3,YOR006C,1,1.0,912,3455,0.6225255972696245,0.7755331088664422,18.5689640045166,18.9028377532959,-0.3338737487792969,-0.1530075115968177
CGD,TSR4,YOL022C,1,1.0,1436,4347,0.9802047781569966,0.9757575757575757,21.91176414489746,21.71330451965332,0.19845962524414062,0.004447202399420869
CGD,TTI1,YKL033W,1,1.0,717,2138,0.489419795221843,0.4799102132435466,18.22555160522461,18.29644775390625,-0.07089614868164062,0.009509581978296378
CGD,TTI2,YJR136C,1,1.0,562,1785,0.38361774744027305,0.4006734006734007,17.975431442260742,18.072751998901367,-0.097320556640625,-0.017055653233127632
CGD,TUB1,YML085C,0,0.0,1462,4449,0.9979522184300341,0.9986531986531987,24.39725112915039,24.273853302001953,0.1233978271484375,-0.0007009802231645601
CGD,TUB2,YFL037W,1,1.0,1465,4455,1.0,1.0,25.299400329589844,25.274316787719727,0.025083541870117188,0.0
CGD,TUB3,YML124C,1,1.0,1443,4394,0.9849829351535836,0.986307519640853,22.335250854492188,22.406394958496094,-0.07114410400390625,-0.0013245844872693535
CGD,TUB4,YLR212C,1,1.0,1391,4262,0.9494880546075085,0.9566778900112234,20.80704116821289,20.595012664794922,0.21202850341796875,-0.007189835403714873
CGD,TUF1,YOR187W,1,1.0,1464,4455,0.9993174061433447,1.0,25.044883728027344,25.071369171142578,-0.026485443115234375,-0.0006825938566552558
CGD,TUL1,YKL034W,1,1.0,206,1268,0.14061433447098975,0.2846240179573513,16.768692016601562,16.91732406616211,-0.14863204956054688,-0.14400968348636156
CGD,TUM1,YOR251C,1,1.0,1463,4452,0.9986348122866894,0.9993265993265993,23.01479148864746,23.071252822875977,-0.056461334228515625,-0.000691787039909908
CGD,TUP1,YCR084C,1,1.0,1465,4454,1.0,0.9997755331088665,25.04020881652832,24.890003204345703,0.1502056121826172,0.00022446689113353457
CGD,TVP18,YMR071C,1,1.0,1435,4364,0.9795221843003413,0.9795735129068462,21.231279373168945,21.20325469970703,0.028024673461914062,-5.1328606504918994e-05
CGD,TVP23,YDR084C,1,1.0,1433,4390,0.9781569965870307,0.9854096520763187,21.602874755859375,21.49664878845215,0.10622596740722656,-0.007252655489287996
CGD,TVP38,YKR088C,1,1.0,1280,3708,0.8737201365187713,0.8323232323232324,21.82477378845215,21.6534423828125,0.17133140563964844,0.041396904195538986
CGD,TWF1,YGR080W,1,1.0,1461,4447,0.9972696245733789,0.9982042648709315,23.12746810913086,23.332706451416016,-0.20523834228515625,-0.0009346402975526358
CGD,TYR1,YBR166C,1,1.0,1453,4398,0.9918088737201365,0.9872053872053872,21.50415802001953,21.38334846496582,0.12080955505371094,0.004603486514749289
CGD,TYS1,YGR185C,1,1.0,1463,4453,0.9986348122866894,0.9995510662177329,24.609622955322266,24.670473098754883,-0.06085014343261719,-0.0009162539310435536
CGD,TYW1,YPL207W,1,1.0,1441,4402,0.9836177474402731,0.9881032547699214,21.33561134338379,21.222482681274414,0.113128662109375,-0.004485507329648364
CGD,TYW3,YGL050W,0,0.0,1421,4339,0.9699658703071672,0.9739618406285073,20.95881462097168,21.020551681518555,-0.061737060546875,-0.0039959703213401365
CGD,UBA1,YKL210W,1,1.0,1465,4455,1.0,1.0,25.072240829467773,24.71799087524414,0.3542499542236328,0.0
CGD,UBA2,YDR390C,1,1.0,1444,4381,0.985665529010239,0.9833894500561168,21.899478912353516,21.779823303222656,0.11965560913085938,0.002276078954122185
CGD,UBA3,YPR066W,1,1.0,41,2374,0.027986348122866895,0.5328843995510663,19.553266525268555,19.875614166259766,-0.32234764099121094,-0.5048980514281993
CGD,UBA4,YHR111W,1,1.0,1457,4440,0.9945392491467577,0.9966329966329966,21.87700843811035,21.9360294342041,-0.05902099609375,-0.002093747486238917
CGD,UBC1,YDR177W,1,1.0,1464,4450,0.9993174061433447,0.9988776655443322,23.913150787353516,23.82321548461914,0.089935302734375,0.00043974059901252804
CGD,UBC12,YLR306W,1,1.0,1113,3780,0.7597269624573378,0.8484848484848485,19.114168167114258,19.472461700439453,-0.3582935333251953,-0.08875788602751067
CGD,UBC13,YDR092W,1,1.0,1460,4432,0.9965870307167235,0.9948372615039281,23.394771575927734,23.207847595214844,0.18692398071289062,0.001749769212795349
CGD,UBC4,YBR082C,1,1.0,1410,4355,0.962457337883959,0.9775533108866442,23.676681518554688,23.961219787597656,-0.28453826904296875,-0.01509597300268517
CGD,UBC6,YER100W,1,1.0,1302,3814,0.8887372013651877,0.8561167227833895,20.67327117919922,20.534748077392578,0.13852310180664062,0.032620478581798285
CGD,UBC7,YMR022W,1,1.0,1453,4411,0.9918088737201365,0.9901234567901235,21.949092864990234,21.76384925842285,0.1852436065673828,0.0016854169300130062
CGD,UBC8,YEL012W,1,1.0,1383,4187,0.9440273037542662,0.9398428731762065,21.10288429260254,21.140228271484375,-0.03734397888183594,0.004184430578059728
CGD,UBC9,YDL064W,1,1.0,1334,4115,0.910580204778157,0.9236812570145904,22.045007705688477,21.991666793823242,0.053340911865234375,-0.01310105223643332
CGD,UBP1,YDL122W,1,1.0,1452,4409,0.9911262798634812,0.9896745230078563,22.375436782836914,22.543292999267578,-0.16785621643066406,0.0014517568556249305
CGD,UBP10,YNL186W,1,1.0,1419,4327,0.9686006825938567,0.9712682379349046,20.868566513061523,20.730592727661133,0.13797378540039062,-0.0026675553410479003
CGD,UBP12,YJL197W,1,1.0,1403,4321,0.957679180887372,0.9699214365881033,20.107845306396484,20.124963760375977,-0.017118453979492188,-0.01224225570073123
CGD,UBP13,YBL067C,1,1.0,1345,4215,0.9180887372013652,0.9461279461279462,18.437456130981445,18.559904098510742,-0.12244796752929688,-0.02803920892658096
CGD,UBP14,YBR058C,1,1.0,1427,4371,0.974061433447099,0.9811447811447811,21.69590950012207,21.76715087890625,-0.07124137878417969,-0.007083347697682152
CGD,UBP15,YMR304W,1,1.0,1453,4420,0.9918088737201365,0.9921436588103255,22.753543853759766,22.685955047607422,0.06758880615234375,-0.000334785090189027
CGD,UBP16,YPL072W,1,1.0,264,2524,0.1802047781569966,0.5665544332210999,16.55181884765625,16.634286880493164,-0.08246803283691406,-0.3863496550641033
CGD,UBP2,YOR124C,1,1.0,1457,4426,0.9945392491467577,0.9934904601571268,21.329849243164062,21.35942268371582,-0.029573440551757812,0.0010487889896309
CGD,UBP3,YER151C,1,1.0,1455,4409,0.9931740614334471,0.9896745230078563,22.77782440185547,22.784666061401367,-0.0068416595458984375,0.003499538425590809
CGD,UBP5,YER144C,1,1.0,1158,3144,0.7904436860068259,0.7057239057239058,17.482742309570312,17.27458381652832,0.2081584930419922,0.08471978028292015
CGD,UBP6,YFR010W,1,1.0,1462,4453,0.9979522184300341,0.9995510662177329,23.251924514770508,23.297054290771484,-0.04512977600097656,-0.0015988477876988094
CGD,UBP7,YIL156W,1,1.0,1393,4270,0.9508532423208191,0.9584736251402918,18.85052490234375,18.53275489807129,0.31777000427246094,-0.0076203828194726375
CGD,UBP8,YMR223W,1,1.0,818,3473,0.5583617747440273,0.7795735129068463,15.390037536621094,15.799391746520996,-0.40935420989990234,-0.22121173816281903
CGD,UBP9,YER098W,1,1.0,640,2180,0.43686006825938567,0.489337822671156,16.035030364990234,16.21063995361328,-0.17560958862304688,-0.05247775441177033
CGD,UBR1,YGR184C,1,1.0,1444,4387,0.985665529010239,0.9847362514029181,21.406309127807617,21.27056121826172,0.13574790954589844,0.0009292776073208664
CGD,UBR2,YLR024C,1,1.0,1042,3208,0.7112627986348122,0.7200897867564534,17.215660095214844,17.149494171142578,0.06616592407226562,-0.008826988121641177
CGD,UBX2,YML013W,1,1.0,1376,4244,0.9392491467576792,0.9526374859708193,19.589000701904297,19.52471923828125,0.06428146362304688,-0.013388339213140088
CGD,UBX3,YDL091C,1,1.0,1179,3852,0.8047781569965871,0.8646464646464647,19.698909759521484,19.832725524902344,-0.13381576538085938,-0.059868307649877606
CGD,UBX4,YMR067C,1,1.0,1404,4310,0.9583617747440273,0.9674523007856342,20.95874786376953,20.937387466430664,0.021360397338867188,-0.009090526041606872
CGD,UBX5,YDR330W,1,1.0,1420,4347,0.9692832764505119,0.9757575757575757,20.639402389526367,20.848962783813477,-0.20956039428710938,-0.00647429930706378
CGD,UBX6,YJL048C,1,1.0,772,2512,0.5269624573378839,0.5638608305274972,17.267688751220703,17.301029205322266,-0.0333404541015625,-0.03689837318961331
CGD,UBX7,YBR273C,1,1.0,1407,4357,0.9604095563139932,0.9780022446689113,20.762157440185547,20.718027114868164,0.04413032531738281,-0.017592688354918118
